variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
beta_0,0.51652820773425,0.513889,0.2720259044013013,0.2699918382,0.068739325,0.9640017499999998,1.0002092854400653,2640.928274076999,2795.481857752621
beta_1,0.18461053465075,0.1898105,0.16692395303203916,0.1697814216,-0.10251204999999998,0.4513623499999999,1.0001341044964414,2810.7075636621817,2648.4932377084006
phi,15.0149896375,4.049305,118.98745723822736,3.1084413989999997,1.3935804999999999,38.85747999999997,0.9999709305079342,5572.962918223339,2464.6200182025955
sigma,0.17708681102365,0.1525485,0.12829823980963972,0.12946040961,0.01366374,0.41822044999999997,1.0024030577102263,1761.3363497120808,1917.739281947759
N[1],1.00425,1,0.07234117645886652,0,1,1,0.9993927578652421,4045.7893603370376,4045.9777859796477
N[2],3.00825,3,0.09046537180531548,0,3,3,0.9997283920618634,3915.2805977762237,3915.2805977762255
N[3],2.01325,2,0.11865056674642271,0,2,2,0.999365727289818,3890.751261691179,3940.7886548295855
N[4],3.02175,3,0.15583006209349662,0,3,3,1.0006911387890163,3895.008711273843,3882.173547062413
N[5],3.02425,3,0.17079001670897473,0,3,3,1.00057114400898,3968.1518011313424,3962.939372869714
N[6],2.02475,2,0.16169098148435287,0,2,2,1.0003653155873449,3880.8674583108163,3867.791600238311
N[7],0.037,0,0.19529601924715068,0,0,0,0.9996316708392837,3762.551834864497,3724.8661692856936
N[8],0.0385,0,0.20006938031401708,0,0,0,0.9992107357632238,4137.049100521373,4130.734105378505
N[9],3.05325,3,0.2518537176095847,0,3,3,0.9994383510582205,3966.1085552963013,3955.8706407694813
N[10],1.0535,1,0.23906492425594847,0,1,2,1.0004549860470473,4008.2635780879073,3972.842801268552
N[11],1.055,1,0.2408100856989665,0,1,2,1.0011458171959595,3644.889088004209,3578.7917814346165
N[12],0.068,0,0.2790976063467172,0,0,1,0.9997058694749628,3880.799377339347,3873.1727887187276
N[13],3.09225,3,0.3290395177650593,0,3,4,0.9994128484655199,3804.7621506134305,3261.7826355842913
N[14],6.12725,6,0.39382256353958217,0,6,7,1.0005159006077953,3558.391881304324,3530.409319337624
N[15],2.09575,2,0.3249743675813467,0,2,3,0.9993953450978657,3450.0266131883823,3485.1906988141973
N[16],2.11525,2,0.3598608237264974,0,2,3,0.9996737271331049,3868.67580687332,3809.7883232519653
N[17],3.129,3,0.39610380527853933,0,3,4,0.9996415137031226,3576.9167723922596,3476.046524119997
N[18],1.15025,1,0.4209741587206721,0,1,2,1.0005944420646409,3206.5759545479145,3144.7745014829957
N[19],2.19725,2,0.4872389433809522,0,2,3,1.000223974441797,3757.9529735607593,3802.4078044313223
N[20],1.22,1,0.5173653609676456,0,1,2,0.9993204508038332,3683.069256355036,3515.885330774398
N[21],2.22825,2,0.5274670538272682,0,2,3,0.9997249985411102,3726.761697345,3729.140907537366
N[22],1.19825,1,0.47906608477160495,0,1,2,1.0006066883066889,3682.356571653342,3685.0396944360696
N[23],4.22425,4,0.5094377481153131,0,4,5,0.9995366016341705,3900.109299544073,3836.700057807976
N[24],4.23425,4,0.5257813699744914,0,4,5,0.9997088744506332,3749.4595386842193,3933.392685472372
N[25],1.28775,1,0.5839821883405989,0,1,2,0.9993200554535494,4067.52409948296,4038.5114868399874
N[26],2.3955,2,0.7065440900168825,0,2,4,0.9999917079633336,3630.070764070939,3633.6642236793223
N[27],1.4885,1,0.7742852377563141,0,1,3,1.0004140397455359,3822.89780386869,3626.219463073792
N[28],4.60725,4,0.8821519061342973,0,4,6,1.0021863947647087,3382.8333840491746,3503.1097448510177
N[29],2.7155,2,0.9237278107034922,0,2,4,1.000048235789708,3712.8757636300643,3644.4911656147624
N[30],1.8165,2,1.020337209948506,1.4826,1,4,1.0010831017701172,4100.337403820367,4045.1385462732837
N[31],0.834,1,1.0112861488810818,1.4826,0,3,1.0003045956642327,3904.184631602893,3867.2330744137325
N[32],1.20875,1,1.219239547327941,1.4826,0,4,0.9999407446014936,3957.1846393254045,3791.1990591410085
N[33],1.6035,1,1.4530366749998858,1.4826,0,4,1.001055738127857,4185.6740200641225,3858.4607325978213
N[34],1.9635,2,1.5683694385169327,1.4826,0,5,0.9999517710159027,3664.2028838357946,3860.205176673492
N[35],2.0625,2,1.594280145487478,1.4826,0,5,0.9995655437022802,3967.0851139332785,3967.240354272239
